5 25
5 30
5 35
5 40
5 45
5 50
5 55
5 60
5 65
5 70
5 75
5 80
5 85
5 90
5 95
5 100
5 105
5 110
5 115
5 120
5 125
5 130
5 135
5 140
5 145
5 150
5 155
5 160
6 36
6 42
6 48
6 54
6 60
6 66
6 72
6 78
6 84
6 90
6 96
6 102
6 108
6 114
6 120
6 126
6 132
6 138
6 144
6 150
6 156
6 162
6 168
6 174
6 180
6 186
6 192
7 49
7 56
7 63
7 70
7 77
7 84
7 91
7 98
7 105
7 112
7 119
7 126
7 133
7 140
7 147
7 154
7 161
7 168
8 64
8 72
8 80
8 88
8 96
8 104
8 112
8 120
8 128
8 136
8 144
8 152
8 160
9 81
9 90
9 99
9 108
9 117
9 126
9 135
9 144
9 153
9 162
10 100
10 110
10 120
10 130
10 140
10 150
10 160
10 170
11 121
11 132
11 143
11 154
12 144
12 156
